UID,Base,Points,FullCode
50,8,10,C0050008010
51,8,10,C0051008010
52,8,10,C0052008010
53,8,10,C0053008010
54,8,10,C0054008010
55,8,10,C0055008010
56,8,10,C0056008010
57,8,10,C0057008010
58,8,10,C0058008010
59,8,10,C0059008010
60,8,10,C0060008010
61,8,10,C0061008010
62,8,10,C0062008010
63,8,10,C0063008010
64,8,10,C0064008010
65,8,10,C0065008010
66,8,10,C0066008010
67,8,10,C0067008010
68,8,10,C0068008010
69,8,10,C0069008010
70,8,10,C0070008010
71,8,10,C0071008010
72,8,10,C0072008010
73,8,10,C0073008010
74,8,10,C0074008010
75,8,10,C0075008010
76,8,10,C0076008010
77,8,10,C0077008010
78,8,10,C0078008010
79,8,10,C0079008010
80,8,10,C0080008010
81,8,10,C0081008010
82,8,10,C0082008010
83,8,10,C0083008010
84,8,10,C0084008010
85,8,10,C0085008010
86,8,10,C0086008010
87,8,10,C0087008010
88,8,10,C0088008010
89,8,10,C0089008010
90,8,10,C0090008010
91,8,10,C0091008010
92,8,10,C0092008010
93,8,10,C0093008010
94,8,10,C0094008010
95,8,10,C0095008010
96,8,10,C0096008010
97,8,10,C0097008010
98,8,10,C0098008010
99,8,10,C0099008010
100,8,10,C0100008010
101,8,10,C0101008010
102,8,10,C0102008010
103,8,10,C0103008010
104,8,10,C0104008010
105,8,10,C0105008010
106,8,10,C0106008010
107,8,10,C0107008010
108,8,10,C0108008010
109,8,10,C0109008010
110,8,10,C0110008010
111,8,10,C0111008010
112,8,10,C0112008010
113,8,10,C0113008010
114,8,10,C0114008010
115,8,10,C0115008010
116,8,10,C0116008010
117,8,10,C0117008010
118,8,10,C0118008010
119,8,10,C0119008010
120,8,10,C0120008010
121,8,10,C0121008010
122,8,10,C0122008010
123,8,10,C0123008010
124,8,10,C0124008010
125,8,10,C0125008010
126,8,10,C0126008010
127,8,10,C0127008010
128,8,10,C0128008010
129,8,10,C0129008010
130,8,10,C0130008010
131,8,10,C0131008010
132,8,10,C0132008010
133,8,10,C0133008010
134,8,10,C0134008010
135,8,10,C0135008010
136,8,10,C0136008010
137,8,10,C0137008010
138,8,10,C0138008010
139,8,10,C0139008010
140,8,10,C0140008010
1,8,20,C0001008020
2,8,20,C0002008020
3,8,20,C0003008020
4,8,20,C0004008020
5,8,20,C0005008020
6,8,20,C0006008020
7,8,20,C0007008020
8,8,20,C0008008020
9,8,20,C0009008020
10,8,20,C0010008020
11,8,20,C0011008020
12,8,20,C0012008020
13,8,20,C0013008020
14,8,20,C0014008020
15,8,20,C0015008020
16,8,20,C0016008020
17,8,20,C0017008020
18,8,20,C0018008020
19,8,20,C0019008020
20,8,20,C0020008020
21,8,20,C0021008020
22,8,20,C0022008020
23,8,20,C0023008020
24,8,20,C0024008020
25,8,20,C0025008020
26,8,20,C0026008020
27,8,20,C0027008020
28,8,20,C0028008020
29,8,20,C0029008020
30,8,20,C0030008020
31,8,20,C0031008020
32,8,20,C0032008020
33,8,20,C0033008020
34,8,20,C0034008020
35,8,20,C0035008020
36,8,20,C0036008020
37,8,20,C0037008020
38,8,20,C0038008020
39,8,20,C0039008020
40,8,20,C0040008020
41,8,20,C0041008020
42,8,20,C0042008020
43,8,20,C0043008020
44,8,20,C0044008020
45,8,20,C0045008020
46,8,20,C0046008020
47,8,20,C0047008020
48,8,20,C0048008020
49,8,20,C0049008020
50,8,20,C0050008020
51,8,20,C0051008020
52,8,20,C0052008020
53,8,20,C0053008020
54,8,20,C0054008020
55,8,20,C0055008020
56,8,20,C0056008020
57,8,20,C0057008020
58,8,20,C0058008020
59,8,20,C0059008020
60,8,20,C0060008020
61,8,20,C0061008020
62,8,20,C0062008020
63,8,20,C0063008020
64,8,20,C0064008020
65,8,20,C0065008020
66,8,20,C0066008020
67,8,20,C0067008020
68,8,20,C0068008020
69,8,20,C0069008020
70,8,20,C0070008020
71,8,20,C0071008020
72,8,20,C0072008020
73,8,20,C0073008020
74,8,20,C0074008020
75,8,20,C0075008020
76,8,20,C0076008020
77,8,20,C0077008020
78,8,20,C0078008020
79,8,20,C0079008020
80,8,20,C0080008020
81,8,20,C0081008020
82,8,20,C0082008020
83,8,20,C0083008020
84,8,20,C0084008020
85,8,20,C0085008020
86,8,20,C0086008020
87,8,20,C0087008020
88,8,20,C0088008020
89,8,20,C0089008020
90,8,20,C0090008020
91,8,20,C0091008020
92,8,20,C0092008020
93,8,20,C0093008020
94,8,20,C0094008020
95,8,20,C0095008020
96,8,20,C0096008020
97,8,20,C0097008020
98,8,20,C0098008020
99,8,20,C0099008020
100,8,20,C0100008020
101,8,20,C0101008020
102,8,20,C0102008020
103,8,20,C0103008020
104,8,20,C0104008020
105,8,20,C0105008020
106,8,20,C0106008020
107,8,20,C0107008020
108,8,20,C0108008020
109,8,20,C0109008020
110,8,20,C0110008020
111,8,20,C0111008020
112,8,20,C0112008020
113,8,20,C0113008020
114,8,20,C0114008020
115,8,20,C0115008020
116,8,20,C0116008020
117,8,20,C0117008020
118,8,20,C0118008020
119,8,20,C0119008020
120,8,20,C0120008020
121,8,20,C0121008020
122,8,20,C0122008020
123,8,20,C0123008020
124,8,20,C0124008020
125,8,20,C0125008020
126,8,20,C0126008020
127,8,20,C0127008020
128,8,20,C0128008020
129,8,20,C0129008020
130,8,20,C0130008020
131,8,20,C0131008020
132,8,20,C0132008020
133,8,20,C0133008020
134,8,20,C0134008020
135,8,20,C0135008020
136,8,20,C0136008020
137,8,20,C0137008020
138,8,20,C0138008020
139,8,20,C0139008020
140,8,20,C0140008020
1,9,10,C0001009010
2,9,10,C0002009010
3,9,10,C0003009010
4,9,10,C0004009010
5,9,10,C0005009010
6,9,10,C0006009010
7,9,10,C0007009010
8,9,10,C0008009010
9,9,10,C0009009010
10,9,10,C0010009010
11,9,10,C0011009010
12,9,10,C0012009010
13,9,10,C0013009010
14,9,10,C0014009010
15,9,10,C0015009010
16,9,10,C0016009010
17,9,10,C0017009010
18,9,10,C0018009010
19,9,10,C0019009010
20,9,10,C0020009010
21,9,10,C0021009010
22,9,10,C0022009010
23,9,10,C0023009010
24,9,10,C0024009010
25,9,10,C0025009010
26,9,10,C0026009010
27,9,10,C0027009010
28,9,10,C0028009010
29,9,10,C0029009010
30,9,10,C0030009010
31,9,10,C0031009010
32,9,10,C0032009010
33,9,10,C0033009010
34,9,10,C0034009010
35,9,10,C0035009010
36,9,10,C0036009010
37,9,10,C0037009010
38,9,10,C0038009010
39,9,10,C0039009010
40,9,10,C0040009010
41,9,10,C0041009010
42,9,10,C0042009010
43,9,10,C0043009010
44,9,10,C0044009010
45,9,10,C0045009010
46,9,10,C0046009010
47,9,10,C0047009010
48,9,10,C0048009010
49,9,10,C0049009010
50,9,10,C0050009010
51,9,10,C0051009010
52,9,10,C0052009010
53,9,10,C0053009010
54,9,10,C0054009010
55,9,10,C0055009010
56,9,10,C0056009010
57,9,10,C0057009010
58,9,10,C0058009010
59,9,10,C0059009010
60,9,10,C0060009010
61,9,10,C0061009010
62,9,10,C0062009010
63,9,10,C0063009010
64,9,10,C0064009010
65,9,10,C0065009010
66,9,10,C0066009010
67,9,10,C0067009010
68,9,10,C0068009010
69,9,10,C0069009010
70,9,10,C0070009010
71,9,10,C0071009010
72,9,10,C0072009010
73,9,10,C0073009010
74,9,10,C0074009010
75,9,10,C0075009010
76,9,10,C0076009010
77,9,10,C0077009010
78,9,10,C0078009010
79,9,10,C0079009010
80,9,10,C0080009010
81,9,10,C0081009010
82,9,10,C0082009010
83,9,10,C0083009010
84,9,10,C0084009010
85,9,10,C0085009010
86,9,10,C0086009010
87,9,10,C0087009010
88,9,10,C0088009010
89,9,10,C0089009010
90,9,10,C0090009010
91,9,10,C0091009010
92,9,10,C0092009010
93,9,10,C0093009010
94,9,10,C0094009010
95,9,10,C0095009010
96,9,10,C0096009010
97,9,10,C0097009010
98,9,10,C0098009010
99,9,10,C0099009010
100,9,10,C0100009010
101,9,10,C0101009010
102,9,10,C0102009010
103,9,10,C0103009010
104,9,10,C0104009010
105,9,10,C0105009010
106,9,10,C0106009010
107,9,10,C0107009010
108,9,10,C0108009010
109,9,10,C0109009010
110,9,10,C0110009010
111,9,10,C0111009010
112,9,10,C0112009010
113,9,10,C0113009010
114,9,10,C0114009010
115,9,10,C0115009010
116,9,10,C0116009010
117,9,10,C0117009010
118,9,10,C0118009010
119,9,10,C0119009010
120,9,10,C0120009010
121,9,10,C0121009010
122,9,10,C0122009010
123,9,10,C0123009010
124,9,10,C0124009010
125,9,10,C0125009010
126,9,10,C0126009010
127,9,10,C0127009010
128,9,10,C0128009010
129,9,10,C0129009010
130,9,10,C0130009010
131,9,10,C0131009010
132,9,10,C0132009010
133,9,10,C0133009010
134,9,10,C0134009010
135,9,10,C0135009010
136,9,10,C0136009010
137,9,10,C0137009010
138,9,10,C0138009010
139,9,10,C0139009010
140,9,10,C0140009010
1,9,20,C0001009020
2,9,20,C0002009020
3,9,20,C0003009020
4,9,20,C0004009020
5,9,20,C0005009020
6,9,20,C0006009020
7,9,20,C0007009020
8,9,20,C0008009020
9,9,20,C0009009020
10,9,20,C0010009020
11,9,20,C0011009020
12,9,20,C0012009020
13,9,20,C0013009020
14,9,20,C0014009020
15,9,20,C0015009020
16,9,20,C0016009020
17,9,20,C0017009020
18,9,20,C0018009020
19,9,20,C0019009020
20,9,20,C0020009020
21,9,20,C0021009020
22,9,20,C0022009020
23,9,20,C0023009020
24,9,20,C0024009020
25,9,20,C0025009020
26,9,20,C0026009020
27,9,20,C0027009020
28,9,20,C0028009020
29,9,20,C0029009020
30,9,20,C0030009020
31,9,20,C0031009020
32,9,20,C0032009020
33,9,20,C0033009020
34,9,20,C0034009020
35,9,20,C0035009020
36,9,20,C0036009020
37,9,20,C0037009020
38,9,20,C0038009020
39,9,20,C0039009020
40,9,20,C0040009020
41,9,20,C0041009020
42,9,20,C0042009020
43,9,20,C0043009020
44,9,20,C0044009020
45,9,20,C0045009020
46,9,20,C0046009020
47,9,20,C0047009020
48,9,20,C0048009020
49,9,20,C0049009020
50,9,20,C0050009020
51,9,20,C0051009020
52,9,20,C0052009020
53,9,20,C0053009020
54,9,20,C0054009020
55,9,20,C0055009020
56,9,20,C0056009020
57,9,20,C0057009020
58,9,20,C0058009020
59,9,20,C0059009020
60,9,20,C0060009020
61,9,20,C0061009020
62,9,20,C0062009020
63,9,20,C0063009020
64,9,20,C0064009020
65,9,20,C0065009020
66,9,20,C0066009020
67,9,20,C0067009020
68,9,20,C0068009020
69,9,20,C0069009020
70,9,20,C0070009020
71,9,20,C0071009020
72,9,20,C0072009020
73,9,20,C0073009020
74,9,20,C0074009020
75,9,20,C0075009020
76,9,20,C0076009020
77,9,20,C0077009020
78,9,20,C0078009020
79,9,20,C0079009020
80,9,20,C0080009020
81,9,20,C0081009020
82,9,20,C0082009020
83,9,20,C0083009020
84,9,20,C0084009020
85,9,20,C0085009020
86,9,20,C0086009020
87,9,20,C0087009020
88,9,20,C0088009020
89,9,20,C0089009020
90,9,20,C0090009020
91,9,20,C0091009020
92,9,20,C0092009020
93,9,20,C0093009020
94,9,20,C0094009020
95,9,20,C0095009020
96,9,20,C0096009020
97,9,20,C0097009020
98,9,20,C0098009020
99,9,20,C0099009020
100,9,20,C0100009020
101,9,20,C0101009020
102,9,20,C0102009020
103,9,20,C0103009020
104,9,20,C0104009020
105,9,20,C0105009020
106,9,20,C0106009020
107,9,20,C0107009020
108,9,20,C0108009020
109,9,20,C0109009020
110,9,20,C0110009020
111,9,20,C0111009020
112,9,20,C0112009020
113,9,20,C0113009020
114,9,20,C0114009020
115,9,20,C0115009020
116,9,20,C0116009020
117,9,20,C0117009020
118,9,20,C0118009020
119,9,20,C0119009020
120,9,20,C0120009020
121,9,20,C0121009020
122,9,20,C0122009020
123,9,20,C0123009020
124,9,20,C0124009020
125,9,20,C0125009020
126,9,20,C0126009020
127,9,20,C0127009020
128,9,20,C0128009020
129,9,20,C0129009020
130,9,20,C0130009020
131,9,20,C0131009020
132,9,20,C0132009020
133,9,20,C0133009020
134,9,20,C0134009020
135,9,20,C0135009020
136,9,20,C0136009020
137,9,20,C0137009020
138,9,20,C0138009020
139,9,20,C0139009020
140,9,20,C0140009020
1,10,10,C0001010010
2,10,10,C0002010010
3,10,10,C0003010010
4,10,10,C0004010010
5,10,10,C0005010010
6,10,10,C0006010010
7,10,10,C0007010010
8,10,10,C0008010010
9,10,10,C0009010010
10,10,10,C0010010010
11,10,10,C0011010010
12,10,10,C0012010010
13,10,10,C0013010010
14,10,10,C0014010010
15,10,10,C0015010010
16,10,10,C0016010010
17,10,10,C0017010010
18,10,10,C0018010010
19,10,10,C0019010010
20,10,10,C0020010010
21,10,10,C0021010010
22,10,10,C0022010010
23,10,10,C0023010010
24,10,10,C0024010010
25,10,10,C0025010010
26,10,10,C0026010010
27,10,10,C0027010010
28,10,10,C0028010010
29,10,10,C0029010010
30,10,10,C0030010010
31,10,10,C0031010010
32,10,10,C0032010010
33,10,10,C0033010010
34,10,10,C0034010010
35,10,10,C0035010010
36,10,10,C0036010010
37,10,10,C0037010010
38,10,10,C0038010010
39,10,10,C0039010010
40,10,10,C0040010010
41,10,10,C0041010010
42,10,10,C0042010010
43,10,10,C0043010010
44,10,10,C0044010010
45,10,10,C0045010010
46,10,10,C0046010010
47,10,10,C0047010010
48,10,10,C0048010010
49,10,10,C0049010010
50,10,10,C0050010010
51,10,10,C0051010010
52,10,10,C0052010010
53,10,10,C0053010010
54,10,10,C0054010010
55,10,10,C0055010010
56,10,10,C0056010010
57,10,10,C0057010010
58,10,10,C0058010010
59,10,10,C0059010010
60,10,10,C0060010010
61,10,10,C0061010010
62,10,10,C0062010010
63,10,10,C0063010010
64,10,10,C0064010010
65,10,10,C0065010010
66,10,10,C0066010010
67,10,10,C0067010010
68,10,10,C0068010010
69,10,10,C0069010010
70,10,10,C0070010010
71,10,10,C0071010010
72,10,10,C0072010010
73,10,10,C0073010010
74,10,10,C0074010010
75,10,10,C0075010010
76,10,10,C0076010010
77,10,10,C0077010010
78,10,10,C0078010010
79,10,10,C0079010010
80,10,10,C0080010010
81,10,10,C0081010010
82,10,10,C0082010010
83,10,10,C0083010010
84,10,10,C0084010010
85,10,10,C0085010010
86,10,10,C0086010010
87,10,10,C0087010010
88,10,10,C0088010010
89,10,10,C0089010010
90,10,10,C0090010010
91,10,10,C0091010010
92,10,10,C0092010010
93,10,10,C0093010010
94,10,10,C0094010010
95,10,10,C0095010010
96,10,10,C0096010010
97,10,10,C0097010010
98,10,10,C0098010010
99,10,10,C0099010010
100,10,10,C0100010010
101,10,10,C0101010010
102,10,10,C0102010010
103,10,10,C0103010010
104,10,10,C0104010010
105,10,10,C0105010010
106,10,10,C0106010010
107,10,10,C0107010010
108,10,10,C0108010010
109,10,10,C0109010010
110,10,10,C0110010010
111,10,10,C0111010010
112,10,10,C0112010010
113,10,10,C0113010010
114,10,10,C0114010010
115,10,10,C0115010010
116,10,10,C0116010010
117,10,10,C0117010010
118,10,10,C0118010010
119,10,10,C0119010010
120,10,10,C0120010010
121,10,10,C0121010010
122,10,10,C0122010010
123,10,10,C0123010010
124,10,10,C0124010010
125,10,10,C0125010010
126,10,10,C0126010010
127,10,10,C0127010010
128,10,10,C0128010010
129,10,10,C0129010010
130,10,10,C0130010010
131,10,10,C0131010010
132,10,10,C0132010010
133,10,10,C0133010010
134,10,10,C0134010010
135,10,10,C0135010010
136,10,10,C0136010010
137,10,10,C0137010010
138,10,10,C0138010010
139,10,10,C0139010010
140,10,10,C0140010010
1,10,20,C0001010020
2,10,20,C0002010020
3,10,20,C0003010020
4,10,20,C0004010020
5,10,20,C0005010020
6,10,20,C0006010020
7,10,20,C0007010020
8,10,20,C0008010020
9,10,20,C0009010020
10,10,20,C0010010020
11,10,20,C0011010020
12,10,20,C0012010020
13,10,20,C0013010020
14,10,20,C0014010020
15,10,20,C0015010020
16,10,20,C0016010020
17,10,20,C0017010020
18,10,20,C0018010020
19,10,20,C0019010020
20,10,20,C0020010020
21,10,20,C0021010020
22,10,20,C0022010020
23,10,20,C0023010020
24,10,20,C0024010020
25,10,20,C0025010020
26,10,20,C0026010020
27,10,20,C0027010020
28,10,20,C0028010020
29,10,20,C0029010020
30,10,20,C0030010020
31,10,20,C0031010020
32,10,20,C0032010020
33,10,20,C0033010020
34,10,20,C0034010020
35,10,20,C0035010020
36,10,20,C0036010020
37,10,20,C0037010020
38,10,20,C0038010020
39,10,20,C0039010020
40,10,20,C0040010020
41,10,20,C0041010020
42,10,20,C0042010020
43,10,20,C0043010020
44,10,20,C0044010020
45,10,20,C0045010020
46,10,20,C0046010020
47,10,20,C0047010020
48,10,20,C0048010020
49,10,20,C0049010020
50,10,20,C0050010020
51,10,20,C0051010020
52,10,20,C0052010020
53,10,20,C0053010020
54,10,20,C0054010020
55,10,20,C0055010020
56,10,20,C0056010020
57,10,20,C0057010020
58,10,20,C0058010020
59,10,20,C0059010020
60,10,20,C0060010020
61,10,20,C0061010020
62,10,20,C0062010020
63,10,20,C0063010020
64,10,20,C0064010020
65,10,20,C0065010020
66,10,20,C0066010020
67,10,20,C0067010020
68,10,20,C0068010020
69,10,20,C0069010020
70,10,20,C0070010020
71,10,20,C0071010020
72,10,20,C0072010020
73,10,20,C0073010020
74,10,20,C0074010020
75,10,20,C0075010020
76,10,20,C0076010020
77,10,20,C0077010020
78,10,20,C0078010020
79,10,20,C0079010020
80,10,20,C0080010020
81,10,20,C0081010020
82,10,20,C0082010020
83,10,20,C0083010020
84,10,20,C0084010020
85,10,20,C0085010020
86,10,20,C0086010020
87,10,20,C0087010020
88,10,20,C0088010020
89,10,20,C0089010020
90,10,20,C0090010020
91,10,20,C0091010020
92,10,20,C0092010020
93,10,20,C0093010020
94,10,20,C0094010020
95,10,20,C0095010020
96,10,20,C0096010020
97,10,20,C0097010020
98,10,20,C0098010020
99,10,20,C0099010020
100,10,20,C0100010020
101,10,20,C0101010020
102,10,20,C0102010020
103,10,20,C0103010020
104,10,20,C0104010020
105,10,20,C0105010020
106,10,20,C0106010020
107,10,20,C0107010020
108,10,20,C0108010020
109,10,20,C0109010020
110,10,20,C0110010020
111,10,20,C0111010020
112,10,20,C0112010020
113,10,20,C0113010020
114,10,20,C0114010020
115,10,20,C0115010020
116,10,20,C0116010020
117,10,20,C0117010020
118,10,20,C0118010020
119,10,20,C0119010020
120,10,20,C0120010020
121,10,20,C0121010020
122,10,20,C0122010020
123,10,20,C0123010020
124,10,20,C0124010020
125,10,20,C0125010020
126,10,20,C0126010020
127,10,20,C0127010020
128,10,20,C0128010020
129,10,20,C0129010020
130,10,20,C0130010020
131,10,20,C0131010020
132,10,20,C0132010020
133,10,20,C0133010020
134,10,20,C0134010020
135,10,20,C0135010020
136,10,20,C0136010020
137,10,20,C0137010020
138,10,20,C0138010020
139,10,20,C0139010020
140,10,20,C0140010020
1,11,10,C0001011010
2,11,10,C0002011010
3,11,10,C0003011010
4,11,10,C0004011010
5,11,10,C0005011010
6,11,10,C0006011010
7,11,10,C0007011010
8,11,10,C0008011010
9,11,10,C0009011010
10,11,10,C0010011010
11,11,10,C0011011010
12,11,10,C0012011010
13,11,10,C0013011010
14,11,10,C0014011010
15,11,10,C0015011010
16,11,10,C0016011010
17,11,10,C0017011010
18,11,10,C0018011010
19,11,10,C0019011010
20,11,10,C0020011010
21,11,10,C0021011010
22,11,10,C0022011010
23,11,10,C0023011010
24,11,10,C0024011010
25,11,10,C0025011010
26,11,10,C0026011010
27,11,10,C0027011010
28,11,10,C0028011010
29,11,10,C0029011010
30,11,10,C0030011010
31,11,10,C0031011010
32,11,10,C0032011010
33,11,10,C0033011010
34,11,10,C0034011010
35,11,10,C0035011010
36,11,10,C0036011010
37,11,10,C0037011010
38,11,10,C0038011010
39,11,10,C0039011010
40,11,10,C0040011010
41,11,10,C0041011010
42,11,10,C0042011010
43,11,10,C0043011010
44,11,10,C0044011010
45,11,10,C0045011010
46,11,10,C0046011010
47,11,10,C0047011010
48,11,10,C0048011010
49,11,10,C0049011010
50,11,10,C0050011010
51,11,10,C0051011010
52,11,10,C0052011010
53,11,10,C0053011010
54,11,10,C0054011010
55,11,10,C0055011010
56,11,10,C0056011010
57,11,10,C0057011010
58,11,10,C0058011010
59,11,10,C0059011010
60,11,10,C0060011010
61,11,10,C0061011010
62,11,10,C0062011010
63,11,10,C0063011010
64,11,10,C0064011010
65,11,10,C0065011010
66,11,10,C0066011010
67,11,10,C0067011010
68,11,10,C0068011010
69,11,10,C0069011010
70,11,10,C0070011010
71,11,10,C0071011010
72,11,10,C0072011010
73,11,10,C0073011010
74,11,10,C0074011010
75,11,10,C0075011010
76,11,10,C0076011010
77,11,10,C0077011010
78,11,10,C0078011010
79,11,10,C0079011010
80,11,10,C0080011010
81,11,10,C0081011010
82,11,10,C0082011010
83,11,10,C0083011010
84,11,10,C0084011010
85,11,10,C0085011010
86,11,10,C0086011010
87,11,10,C0087011010
88,11,10,C0088011010
89,11,10,C0089011010
90,11,10,C0090011010
91,11,10,C0091011010
92,11,10,C0092011010
93,11,10,C0093011010
94,11,10,C0094011010
95,11,10,C0095011010
96,11,10,C0096011010
97,11,10,C0097011010
98,11,10,C0098011010
99,11,10,C0099011010
100,11,10,C0100011010
101,11,10,C0101011010
102,11,10,C0102011010
103,11,10,C0103011010
104,11,10,C0104011010
105,11,10,C0105011010
106,11,10,C0106011010
107,11,10,C0107011010
108,11,10,C0108011010
109,11,10,C0109011010
110,11,10,C0110011010
111,11,10,C0111011010
112,11,10,C0112011010
113,11,10,C0113011010
114,11,10,C0114011010
115,11,10,C0115011010
116,11,10,C0116011010
117,11,10,C0117011010
118,11,10,C0118011010
119,11,10,C0119011010
120,11,10,C0120011010
121,11,10,C0121011010
122,11,10,C0122011010
123,11,10,C0123011010
124,11,10,C0124011010
125,11,10,C0125011010
126,11,10,C0126011010
127,11,10,C0127011010
128,11,10,C0128011010
129,11,10,C0129011010
130,11,10,C0130011010
131,11,10,C0131011010
132,11,10,C0132011010
133,11,10,C0133011010
134,11,10,C0134011010
135,11,10,C0135011010
136,11,10,C0136011010
137,11,10,C0137011010
138,11,10,C0138011010
139,11,10,C0139011010
140,11,10,C0140011010
1,11,20,C0001011020
2,11,20,C0002011020
3,11,20,C0003011020
4,11,20,C0004011020
5,11,20,C0005011020
6,11,20,C0006011020
7,11,20,C0007011020
8,11,20,C0008011020
9,11,20,C0009011020
10,11,20,C0010011020
11,11,20,C0011011020
12,11,20,C0012011020
13,11,20,C0013011020
14,11,20,C0014011020
15,11,20,C0015011020
16,11,20,C0016011020
17,11,20,C0017011020
18,11,20,C0018011020
19,11,20,C0019011020
20,11,20,C0020011020
21,11,20,C0021011020
22,11,20,C0022011020
23,11,20,C0023011020
24,11,20,C0024011020
25,11,20,C0025011020
26,11,20,C0026011020
27,11,20,C0027011020
28,11,20,C0028011020
29,11,20,C0029011020
30,11,20,C0030011020
31,11,20,C0031011020
32,11,20,C0032011020
33,11,20,C0033011020
34,11,20,C0034011020
35,11,20,C0035011020
36,11,20,C0036011020
37,11,20,C0037011020
38,11,20,C0038011020
39,11,20,C0039011020
40,11,20,C0040011020
41,11,20,C0041011020
42,11,20,C0042011020
43,11,20,C0043011020
44,11,20,C0044011020
45,11,20,C0045011020
46,11,20,C0046011020
47,11,20,C0047011020
48,11,20,C0048011020
49,11,20,C0049011020
50,11,20,C0050011020
51,11,20,C0051011020
52,11,20,C0052011020
53,11,20,C0053011020
54,11,20,C0054011020
55,11,20,C0055011020
56,11,20,C0056011020
57,11,20,C0057011020
58,11,20,C0058011020
59,11,20,C0059011020
60,11,20,C0060011020
61,11,20,C0061011020
62,11,20,C0062011020
63,11,20,C0063011020
64,11,20,C0064011020
65,11,20,C0065011020
66,11,20,C0066011020
67,11,20,C0067011020
68,11,20,C0068011020
69,11,20,C0069011020
70,11,20,C0070011020
71,11,20,C0071011020
72,11,20,C0072011020
73,11,20,C0073011020
74,11,20,C0074011020
75,11,20,C0075011020
76,11,20,C0076011020
77,11,20,C0077011020
78,11,20,C0078011020
79,11,20,C0079011020
80,11,20,C0080011020
81,11,20,C0081011020
82,11,20,C0082011020
83,11,20,C0083011020
84,11,20,C0084011020
85,11,20,C0085011020
86,11,20,C0086011020
87,11,20,C0087011020
88,11,20,C0088011020
89,11,20,C0089011020
90,11,20,C0090011020
91,11,20,C0091011020
92,11,20,C0092011020
93,11,20,C0093011020
94,11,20,C0094011020
95,11,20,C0095011020
96,11,20,C0096011020
97,11,20,C0097011020
98,11,20,C0098011020
99,11,20,C0099011020
100,11,20,C0100011020
101,11,20,C0101011020
102,11,20,C0102011020
103,11,20,C0103011020
104,11,20,C0104011020
105,11,20,C0105011020
106,11,20,C0106011020
107,11,20,C0107011020
108,11,20,C0108011020
109,11,20,C0109011020
110,11,20,C0110011020
111,11,20,C0111011020
112,11,20,C0112011020
113,11,20,C0113011020
114,11,20,C0114011020
115,11,20,C0115011020
116,11,20,C0116011020
117,11,20,C0117011020
118,11,20,C0118011020
119,11,20,C0119011020
120,11,20,C0120011020
121,11,20,C0121011020
122,11,20,C0122011020
123,11,20,C0123011020
124,11,20,C0124011020
125,11,20,C0125011020
126,11,20,C0126011020
127,11,20,C0127011020
128,11,20,C0128011020
129,11,20,C0129011020
130,11,20,C0130011020
131,11,20,C0131011020
132,11,20,C0132011020
133,11,20,C0133011020
134,11,20,C0134011020
135,11,20,C0135011020
136,11,20,C0136011020
137,11,20,C0137011020
138,11,20,C0138011020
139,11,20,C0139011020
140,11,20,C0140011020
1,12,10,C0001012010
2,12,10,C0002012010
3,12,10,C0003012010
4,12,10,C0004012010
5,12,10,C0005012010
6,12,10,C0006012010
7,12,10,C0007012010
8,12,10,C0008012010
9,12,10,C0009012010
10,12,10,C0010012010
11,12,10,C0011012010
12,12,10,C0012012010
13,12,10,C0013012010
14,12,10,C0014012010
15,12,10,C0015012010
16,12,10,C0016012010
17,12,10,C0017012010
18,12,10,C0018012010
19,12,10,C0019012010
20,12,10,C0020012010
21,12,10,C0021012010
22,12,10,C0022012010
23,12,10,C0023012010
24,12,10,C0024012010
25,12,10,C0025012010
26,12,10,C0026012010
27,12,10,C0027012010
28,12,10,C0028012010
29,12,10,C0029012010
30,12,10,C0030012010
31,12,10,C0031012010
32,12,10,C0032012010
33,12,10,C0033012010
34,12,10,C0034012010
35,12,10,C0035012010
36,12,10,C0036012010
37,12,10,C0037012010
38,12,10,C0038012010
39,12,10,C0039012010
40,12,10,C0040012010
41,12,10,C0041012010
42,12,10,C0042012010
43,12,10,C0043012010
44,12,10,C0044012010
45,12,10,C0045012010
46,12,10,C0046012010
47,12,10,C0047012010
48,12,10,C0048012010
49,12,10,C0049012010
50,12,10,C0050012010
51,12,10,C0051012010
52,12,10,C0052012010
53,12,10,C0053012010
54,12,10,C0054012010
55,12,10,C0055012010
56,12,10,C0056012010
57,12,10,C0057012010
58,12,10,C0058012010
59,12,10,C0059012010
60,12,10,C0060012010
61,12,10,C0061012010
62,12,10,C0062012010
63,12,10,C0063012010
64,12,10,C0064012010
65,12,10,C0065012010
66,12,10,C0066012010
67,12,10,C0067012010
68,12,10,C0068012010
69,12,10,C0069012010
70,12,10,C0070012010
71,12,10,C0071012010
72,12,10,C0072012010
73,12,10,C0073012010
74,12,10,C0074012010
75,12,10,C0075012010
76,12,10,C0076012010
77,12,10,C0077012010
78,12,10,C0078012010
79,12,10,C0079012010
80,12,10,C0080012010
81,12,10,C0081012010
82,12,10,C0082012010
83,12,10,C0083012010
84,12,10,C0084012010
85,12,10,C0085012010
86,12,10,C0086012010
87,12,10,C0087012010
88,12,10,C0088012010
89,12,10,C0089012010
90,12,10,C0090012010
91,12,10,C0091012010
92,12,10,C0092012010
93,12,10,C0093012010
94,12,10,C0094012010
